Date,A,B,C
,2.689432,3.757823,16.849257
,2.733424,3.864282,16.71157
,2.779926,3.973839,16.577216
,2.828965,4.08661,16.446273
,2.880568,4.202712,16.318827
,2.934769,4.322262,16.194969
,2.991602,4.445383,16.074798
,3.051108,4.572194,15.95842
,3.113328,4.702819,15.845947
,3.178309,4.837382,15.737502
,3.246098,4.976008,15.633214
,3.316747,5.118823,15.533221
,3.390311,5.265951,15.437673
,3.466848,5.417518,15.346727
,3.546416,5.573649,15.260552
,3.62908,5.734468,15.179329
,3.714903,5.900097,15.103248
,3.803953,6.070656,15.032513
,3.896299,6.246261,14.967341
,3.992012,6.427027,14.907962
,4.091164,6.613063,14.85462
,4.193829,6.804471,14.807574
,4.300082,7.00135,14.767096
,4.409999,7.203789,14.733478
,4.523655,7.41187,14.707024
,4.641127,7.625663,14.688059
,4.762491,7.845228,14.676923
,4.88782,8.070612,14.673974
,5.017189,8.301844,14.679589
,5.150669,8.53894,14.694164
,5.288328,8.781896,14.718112
,5.430231,9.030683,14.751869
,5.576441,9.285253,14.795885
,5.727014,9.54553,14.850632
,5.881999,9.811407,14.916601
,6.041442,10.082747,14.994298
,6.205379,10.359376,15.084248
,6.373836,10.641083,15.186993
,6.546831,10.927613,15.303086
,6.724369,11.218666,15.433097
,6.906442,11.513891,15.577604
,7.093028,11.812886,15.737192
,7.28409,12.115188,15.912454
,7.479572,12.420275,16.103982
,7.679397,12.727558,16.312365
,7.883469,13.036378,16.538183
,8.091668,13.346005,16.782005
,8.303847,13.65563,17.044379
,8.519834,13.964365,17.325823
,8.739424,14.271238,17.626825
,8.962384,14.575196,17.947827
,9.188443,14.875094,18.289219
,9.417299,15.169706,18.651327
,9.648607,15.457714,19.034405
,9.881986,15.737721,19.438621
,10.117011,16.008243,19.864046
,10.353216,16.267721,20.310642
,10.590088,16.514524,20.778246
,10.827072,16.746959,21.266563
,11.063566,16.963275,21.775149
,11.29892,17.161686,22.303399
,11.532442,17.340372,22.850538
,11.763394,17.497508,23.415608
,11.990996,17.631271,23.99746
,12.214426,17.739871,24.594748
,12.432828,17.821567,25.205922
,12.64531,17.874692,25.829229
,12.850952,17.897683,26.462712
,13.048812,17.889104,27.104213
,13.237931,17.847674,27.751386
,13.417342,17.772296,28.401703
,13.586075,17.662082,29.052478
,13.743169,17.51638,29.70088
,13.887681,17.334795,30.343964
,14.018693,17.117214,30.978696
,14.135326,16.863815,31.601989
,14.236748,16.575087,32.210736
,14.322183,16.251835,32.801847
,14.390928,15.89518,33.372293
,14.442352,15.506556,33.919143
,14.475916,15.087704,34.439604
,14.491173,14.64065,34.931063
,14.48778,14.167687,35.39112
,14.465501,13.671347,35.817624
,14.424213,13.15437,36.208701
,14.36391,12.619663,36.56278
,14.284702,12.070266,36.878609
,14.186815,11.509306,37.155266
,14.070591,10.939954,37.392171
,13.936482,10.365384,37.589081
,13.785049,9.788729,37.746081
,13.616948,9.213042,37.863577
,13.43293,8.641255,37.942275
,13.233828,8.076152,37.983156
,13.020547,7.520333,37.987453
,12.794055,6.976195,37.95662
,12.555372,6.445909,37.892299
,12.305559,5.931411,37.796287
,12.045705,5.434386,37.670505
,11.776919,4.956273,37.516964
,11.500317,4.498259,37.33773
,11.217013,4.061288,37.134901
,10.928109,3.646066,36.910574
,10.634689,3.253077,36.666823
,10.337808,2.882594,36.405678
,10.038487,2.534698,36.129102
,9.737705,2.209291,35.83898
,9.436397,1.906119,35.537107
,9.135448,1.624787,35.225174
,8.835692,1.364781,34.904765
,8.537906,1.125481,34.577351
,8.242811,0.906184,34.24429
,7.95107,0.706116,33.906823
,7.663291,0.524451,33.566081
,7.380022,0.360321,33.223084
,7.101758,0.212833,32.878746
,6.828935,0.081076,32.53388
,6.561941,-0.035863,32.189205
,6.301109,-0.138898,31.845352
,6.046725,-0.228928,31.502868
,5.799028,-0.306838,31.162226
,5.558216,-0.373488,30.823827
,5.324442,-0.429711,30.488012
,5.097824,-0.476311,30.155064
,4.878444,-0.514057,29.825216
,4.666349,-0.543684,29.498655
,4.461559,-0.565891,29.175528
,4.264066,-0.581336,28.855949
,4.073834,-0.590645,28.539999
,3.89081,-0.594402,28.227735
,3.714917,-0.593155,27.919189
,3.546062,-0.587418,27.614377
,3.384134,-0.577666,27.313294
,3.229011,-0.564343,27.015927
,3.080558,-0.547856,26.722248
,2.93863,-0.528584,26.432221
,2.803073,-0.506873,26.145803
,2.673727,-0.483041,25.862946
,2.550425,-0.45738,25.583597
,2.432997,-0.430153,25.307701
,2.321269,-0.401601,25.035198
,2.215065,-0.37194,24.76603
,2.114208,-0.341367,24.500138
,2.01852,-0.310057,24.237462
,1.927826,-0.278165,23.977941
,1.841947,-0.245831,23.72152
,1.760712,-0.213178,23.468139
,1.683948,-0.180312,23.217744
,1.611486,-0.147326,22.970281
,1.54316,-0.114302,22.725697
,1.478809,-0.081307,22.483941
,1.418274,-0.048398,22.244965
,1.361401,-0.015623,22.008722
,1.308041,0.016981,21.775167
,1.258048,0.049384,21.544256
,1.211282,0.081566,21.315948
,1.167608,0.113511,21.090202
,1.126895,0.145213,20.866982
,1.089017,0.176668,20.646248
,1.053853,0.207881,20.427968
,1.021288,0.238859,20.212107
,0.99121,0.269616,19.998632
,0.963514,0.300169,19.787512
,0.938099,0.330537,19.578718
,0.914868,0.360745,19.372221
,0.893731,0.390819,19.167993
,0.874599,0.420788,18.966008
,0.857392,0.450685,18.76624
,0.842031,0.480542,18.568665
,0.828443,0.510396,18.37326
,0.81656,0.540285,18.18
,0.806316,0.570248,17.988865
,0.797651,0.600326,17.799833
,0.790509,0.630562,17.612884
,0.784836,0.660998,17.427998
,0.780584,0.691679,17.245157
,0.777708,0.722653,17.064342
,0.776165,0.753964,16.885536
,0.775919,0.785663,16.708723
,0.776934,0.817797,16.533885
,0.779179,0.850418,16.361008
,0.782625,0.883575,16.190078
,0.787249,0.917322,16.02108
,0.793027,0.951711,15.854001
,0.79994,0.986797,15.688828
,0.807973,1.022635,15.525551
,0.817113,1.059282,15.364158
,0.827348,1.096794,15.204639
,0.83867,1.135232,15.046986
,0.851076,1.174655,14.891188
,0.864561,1.215124,14.73724
,0.879127,1.256703,14.585135
,0.894775,1.299456,14.434867
,0.91151,1.343449,14.286432
,0.92934,1.38875,14.139827
,0.948274,1.435428,13.995049
,0.968324,1.483554,13.852097
,0.989506,1.533201,13.710973
,1.011835,1.584446,13.571678
,1.03533,1.637366,13.434216
,1.060015,1.692039,13.298591
,1.085911,1.748549,13.16481
,1.113045,1.80698,13.032882
,1.141447,1.867419,12.902816
,1.171145,1.929957,12.774627
,1.202175,1.994685,12.648328
,1.234571,2.061701,12.523936
,1.268372,2.131103,12.40147
,1.303617,2.202993,12.280954
,1.340351,2.277477,12.162413
,1.378618,2.354664,12.045873
,1.418467,2.434666,11.931368
,1.459948,2.517601,11.818932
,1.503114,2.603588,11.708605
,1.548022,2.692752,11.600428
,1.594731,2.785221,11.49445
,1.643302,2.881128,11.390723
,1.693799,2.98061,11.289303
,1.74629,3.083808,11.190255
,1.800846,3.190869,11.093645
,1.857539,3.301942,10.999548
,1.916447,3.417183,10.908047
,1.977649,3.536752,10.819229
,2.041229,3.660814,10.73319
,2.107271,3.789537,10.650037
,2.175867,3.923097,10.569881
,2.247109,4.061672,10.492846
,2.321094,4.205446,10.419066
,2.397922,4.354607,10.348684
,2.477695,4.509347,10.281857
,2.560522,4.669863,10.218752
,2.646514,4.836355,10.159553
,2.735784,5.009028,10.104456
,2.82845,5.18809,10.053673
,2.924634,5.373749,10.007431
,3.02446,5.56622,9.965978
,3.128058,5.765715,9.929578
,3.23556,5.972449,9.898516
,3.347099,6.186638,9.873098
,3.462815,6.408495,9.853653
,3.582848,6.63823,9.840534
,3.707342,6.876052,9.834118
,3.836444,7.122162,9.834813
,3.970302,7.376756,9.843051
,4.109066,7.64002,9.859296
,4.252886,7.91213,9.884044
,4.401914,8.193246,9.917825
,4.556303,8.483513,9.961201
,4.716204,8.783055,10.014773
,4.881766,9.091976,10.079176
,5.053137,9.410347,10.155089
,5.23046,9.738213,10.243227
,5.413875,10.075579,10.344347
,5.603514,10.42241,10.459247
,5.799504,10.778623,10.588769
,6.00196,11.144082,10.733795
,6.210989,11.518591,10.895248
,6.426682,11.901884,11.074093
,6.649116,12.293623,11.271333
,6.878349,12.693384,11.488007
,7.11442,13.100651,11.725185
,7.357344,13.514807,11.983968
,7.607107,13.935121,12.265477
,7.863666,14.360744,12.57085
,8.126945,14.790693,12.901232
,8.396828,15.223847,13.257765
,8.673156,15.658929,13.641576
,8.955725,16.094506,14.053763
,9.244278,16.528973,14.495379
,9.538503,16.960547,14.967416
,9.838025,17.387265,15.470781
,10.142405,17.806971,16.006279
,10.45113,18.217323,16.574579
,10.763616,18.615788,17.176196
,11.079194,18.999643,17.811462
,11.397114,19.365992,18.480484
,11.716537,19.71177,19.183126
,12.036535,20.033763,19.918971
,12.356088,20.328633,20.687286
,12.67408,20.59294,21.486996
,12.989306,20.823186,22.316647
,13.300469,21.015849,23.174388
,13.606184,21.167437,24.057942
,13.904988,21.274534,24.964594
,14.195342,21.333871,25.891178
,14.475641,21.342379,26.834076
,14.744232,21.297266,27.789229
,14.99942,21.196081,28.752155
,15.23949,21.036787,29.717981
,15.462725,20.81783,30.681484
,15.667422,20.538201,31.63715
,15.85192,20.197493,32.579241
,16.014617,19.795948,33.501876
,16.153998,19.334495,34.399116
,16.26866,18.814769,35.265068
,16.357328,18.239114,36.09398
,16.418889,17.610577,36.880349
,16.452401,16.932869,37.619025
,16.45712,16.210327,38.305303
,16.432511,15.44784,38.935021
,16.378264,14.650772,39.504631
,16.294296,13.82487,40.011268
,16.180761,12.97616,40.452791
,16.038045,12.110834,40.827817
,15.866764,11.235141,41.135727
,15.667755,10.355274,41.376656
,15.442061,9.477262,41.551463
,15.190917,8.606875,41.661691
,14.915727,7.749533,41.7095
,14.618047,6.91023,41.697602
,14.299557,6.093481,41.629177
,13.962038,5.303268,41.507791
,13.607346,4.543022,41.337302
,13.237389,3.815602,41.121781
,12.854099,3.123298,40.865422
,12.459412,2.467847,40.572467
,12.055248,1.850453,40.247131
,11.643484,1.271823,39.893543
,11.225946,0.732208,39.51569
,10.804389,0.231443,39.117376
,10.380484,-0.231001,38.702183
,9.95581,-0.655967,38.273447
,9.531847,-1.04457,37.834243
,9.109967,-1.398144,37.387374
,8.691433,-1.718197,36.935366
,8.277395,-2.006375,36.480476
,7.868894,-2.264418,36.024694
,7.46686,-2.49413,35.569758
,7.072112,-2.697345,35.117166
,6.685369,-2.875907,34.668193
,6.307246,-3.031644,34.223911
,5.938267,-3.166349,33.785201
,5.578861,-3.281768,33.352776
,5.229377,-3.379587,32.927199
,4.890083,-3.461423,32.508898
,4.561177,-3.528817,32.098183
,4.242787,-3.583231,31.695263
,3.934983,-3.626042,31.300262
,3.63778,-3.658547,30.913226
,3.351141,-3.681956,30.534141
,3.074986,-3.6974,30.162941
,2.809196,-3.705927,29.79952
,2.553615,-3.708507,29.443737
,2.308059,-3.706039,29.095426
,2.072316,-3.699347,28.754402
,1.846152,-3.68919,28.420466
,1.629313,-3.67626,28.09341
,1.421529,-3.661193,27.773021
,1.222518,-3.644567,27.459085
,1.031985,-3.626907,27.151388
,0.84963,-3.60869,26.849721
,0.675145,-3.590348,26.553879
,0.508218,-3.572272,26.263664
,0.348536,-3.554815,25.978887
,0.195783,-3.538292,25.699364
,0.049645,-3.522988,25.424925
,-0.090189,-3.50916,25.155405
,-0.22403,-3.497034,24.890652
,-0.352183,-3.486816,24.630521
,-0.47495,-3.478686,24.374878
,-0.592628,-3.472808,24.1236
,-0.705507,-3.469325,23.87657
,-0.813871,-3.468366,23.633682
,-0.918,-3.470043,23.394839
,-1.018165,-3.474459,23.159953
,-1.11463,-3.481702,22.928942
,-1.207653,-3.491852,22.701734
,-1.297485,-3.504982,22.478264
,-1.384368,-3.521154,22.258472
,-1.468539,-3.540425,22.04231
,-1.550227,-3.562848,21.829731
,-1.629654,-3.588469,21.620699
,-1.707035,-3.617333,21.415181
,-1.782577,-3.64948,21.213152
,-1.856483,-3.684948,21.014592
,-1.928947,-3.723774,20.819486
,-2.00016,-3.765992,20.627827
,-2.070302,-3.811639,20.43961
,-2.139552,-3.860748,20.254839
,-2.208082,-3.913354,20.073519
,-2.276056,-3.969493,19.895665
,-2.343637,-4.029201,19.721293
,-2.410979,-4.092515,19.550428
,-2.478236,-4.159474,19.383096
,-2.545554,-4.230119,19.219333
,-2.613075,-4.30449,19.059177
,-2.68094,-4.382632,18.902673
,-2.749282,-4.464592,18.749872
,-2.818235,-4.550415,18.600831
,-2.887927,-4.640153,18.455611
,-2.958483,-4.733856,18.314281
,-3.030026,-4.831579,18.176917
,-3.102675,-4.933376,18.043599
,-3.17655,-5.039304,17.914418
,-3.251764,-5.149423,17.789468
,-3.32843,-5.263792,17.668854
,-3.40666,-5.382472,17.552685
,-3.486563,-5.505525,17.441082
,-3.568245,-5.633013,17.334172
,-3.651812,-5.765,17.232091
,-3.737368,-5.901547,17.134986
,-3.825015,-6.042716,17.04301
,-3.914853,-6.188567,16.95633
,-4.006981,-6.33916,16.875121
,-4.101497,-6.494551,16.799567
,-4.198495,-6.654793,16.729867
,-4.298071,-6.819934,16.666229
,-4.400315,-6.990021,16.608873
,-4.505318,-7.165092,16.558031
,-4.613168,-7.345179,16.513948
,-4.723951,-7.530307,16.476881
,-4.837749,-7.720492,16.447102
,-4.954643,-7.91574,16.424895
,-5.074709,-8.116045,16.410556
,-5.198022,-8.321389,16.404397
,-5.324651,-8.531737,16.406743
,-5.454661,-8.747041,16.417933
,-5.588114,-8.967232,16.438317
,-5.725062,-9.192223,16.468262
,-5.865557,-9.421904,16.508145
,-6.00964,-9.656141,16.558356
,-6.157346,-9.894773,16.619297
,-6.308701,-10.13761,16.691381
,-6.463724,-10.384433,16.775029
,-6.622422,-10.634984,16.870671
,-6.78479,-10.888975,16.978743
,-6.950815,-11.146073,17.099686
,-7.120466,-11.405907,17.233943
,-7.293702,-11.668058,17.381955
,-7.470463,-11.932064,17.544162
,-7.650673,-12.197407,17.720994
,-7.83424,-12.463523,17.912872
,-8.021049,-12.729789,18.120202
,-8.210966,-12.995526,18.343369
,-8.403834,-13.259997,18.582731
,-8.599472,-13.522405,18.838618
,-8.797674,-13.78189,19.111321
,-8.998207,-14.037533,19.401085
,-9.200809,-14.288353,19.708107
,-9.40519,-14.533306,20.032522
,-9.611028,-14.771291,20.374399
,-9.81797,-15.001153,20.733731
,-10.025631,-15.221681,21.110428
,-10.233592,-15.431618,21.504308
,-10.4414,-15.629665,21.915085
,-10.648569,-15.814488,22.342368
,-10.854577,-15.984729,22.785645
,-11.058873,-16.139012,23.244281
,-11.260869,-16.275959,23.71751
,-11.45995,-16.394198,24.204427
,-11.655468,-16.492381,24.703987
,-11.846752,-16.569198,25.215001
,-12.033103,-16.623391,25.736134
,-12.213806,-16.653777,26.265905
,-12.388125,-16.659259,26.802692
,-12.555315,-16.638849,27.344737
,-12.714621,-16.591686,27.890154
,-12.865291,-16.517051,28.436935
,-13.006572,-16.414387,28.982971
,-13.137726,-16.283313,29.526062
,-13.258033,-16.12364,30.063937
,-13.366794,-15.935384,30.594274
,-13.463345,-15.718772,31.114724
,-13.547063,-15.474251,31.622935
,-13.617367,-15.202495,32.116577
,-13.673733,-14.904397,32.59337
,-13.715695,-14.581075,33.05111
,-13.742856,-14.233856,33.487695
,-13.754887,-13.86427,33.901153
,-13.751538,-13.474034,34.289664
,-13.732639,-13.065032,34.651582
,-13.698104,-12.639295,34.985459
,-13.647931,-12.19898,35.290052
,-13.582207,-11.746336,35.564346
,-13.501104,-11.283684,35.807557
,-13.404878,-10.813385,36.019138
,-13.29387,-10.337813,36.198781
,-13.168499,-9.859324,36.346413
,-13.02926,-9.38023,36.462192
,-12.876717,-8.902775,36.546493
,-12.711501,-8.42911,36.599896
,-12.534295,-7.961271,36.62317
,-12.345839,-7.501163,36.617256
,-12.14691,-7.050541,36.583246
,-11.938324,-6.611006,36.522359
,-11.720924,-6.183987,36.435926
,-11.495571,-5.770741,36.32536
,-11.263138,-5.372352,36.192142
,-11.024506,-4.989726,36.037793
,-10.780551,-4.6236,35.863862
,-10.532139,-4.274543,35.6719
,-10.280124,-3.942967,35.463452
,-10.025338,-3.629132,35.240034
,-9.76859,-3.33316,35.003124
,-9.510655,-3.055044,34.754153
,-9.25228,-2.794661,34.494491
,-8.994172,-2.551783,34.225444
,-8.737002,-2.32609,33.948247
,-8.4814,-2.117183,33.664061
,-8.227952,-1.924593,33.373967
,-7.977205,-1.747795,33.078971
,-7.72966,-1.586218,32.78
,-7.485777,-1.439254,32.477902
,-7.245973,-1.306268,32.173454
,-7.010624,-1.186607,31.867357
,-6.780064,-1.079607,31.560245
,-6.554588,-0.984598,31.252686
,-6.334455,-0.900912,30.945186
,-6.119886,-0.827891,30.638194
,-5.911068,-0.764885,30.332105
,-5.708155,-0.711258,30.027265
,-5.511272,-0.666397,29.723974
,-5.320515,-0.629706,29.422494
,-5.135951,-0.600613,29.123046
,-4.957626,-0.578569,28.825818
,-4.78556,-0.563054,28.530971
,-4.619755,-0.553571,28.238636
,-4.460191,-0.549652,27.948922
,-4.306834,-0.550853,27.661916
,-4.159633,-0.556761,27.377687
,-4.018523,-0.566986,27.096288
,-3.883428,-0.581166,26.817759
,-3.754259,-0.598964,26.542128
,-3.63092,-0.620068,26.269411
,-3.513306,-0.644189,25.999618
,-3.401306,-0.671064,25.732751
,-3.294803,-0.700448,25.468804
,-3.193675,-0.73212,25.20777
,-3.097797,-0.76588,24.949635
,-3.007042,-0.801545,24.694383
,-2.921279,-0.838952,24.441996
,-2.840379,-0.877954,24.192453
,-2.76421,-0.918422,23.945733
,-2.692643,-0.960242,23.701815
,-2.625547,-1.003314,23.460675
,-2.562796,-1.047553,23.222291
,-2.504262,-1.092884,22.986641
,-2.449822,-1.139248,22.753703
,-2.399355,-1.186594,22.523457
,-2.352743,-1.234884,22.295881
,-2.309871,-1.284089,22.070958
,-2.270628,-1.334189,21.848668
,-2.234906,-1.385172,21.628994
,-2.202601,-1.437037,21.411923
,-2.173616,-1.489787,21.197438
,-2.147853,-1.543434,20.985527
,-2.125223,-1.597997,20.776179
,-2.105639,-1.653499,20.569384
,-2.089018,-1.709972,20.365134
,-2.075284,-1.76745,20.163422
,-2.064363,-1.825975,19.964243
,-2.056187,-1.885591,19.767594
,-2.050692,-1.94635,19.573473
,-2.047819,-2.008306,19.381881
,-2.047513,-2.071516,19.192819
,-2.049723,-2.136043,19.006292
,-2.054405,-2.201953,18.822306
,-2.061517,-2.269315,18.64087
,-2.071021,-2.338203,18.461992
,-2.082885,-2.408691,18.285687
,-2.097082,-2.480859,18.111969
,-2.113586,-2.554789,17.940856
,-2.132379,-2.630566,17.772368
,-2.153445,-2.708278,17.606529
,-2.176772,-2.788016,17.443363
,-2.202352,-2.869873,17.2829
,-2.230184,-2.953946,17.125172
,-2.260266,-3.040332,16.970216
,-2.292603,-3.129134,16.818069
,-2.327205,-3.220456,16.668776
,-2.364083,-3.314404,16.522383
,-2.403252,-3.411088,16.378942
,-2.444733,-3.510619,16.23851
,-2.488548,-3.613112,16.101147
,-2.534725,-3.718682,15.966919
,-2.583294,-3.827449,15.835898
,-2.63429,-3.939535,15.708161
,-2.687748,-4.055062,15.583792
,-2.743711,-4.174157,15.46288
,-2.802222,-4.296946,15.345524
,-2.863329,-4.42356,15.231827
,-2.927083,-4.554129,15.121901
,-2.993537,-4.688786,15.015867
,-3.062749,-4.827666,14.913854
,-3.134779,-4.970903,14.816
,-3.20969,-5.118634,14.722454
,-3.287548,-5.270994,14.633373
,-3.368421,-5.428121,14.548928
,-3.452381,-5.590149,14.469299
,-3.539502,-5.757215,14.39468
,-3.629859,-5.929452,14.325276
,-3.723532,-6.106992,14.261307
,-3.820601,-6.289962,14.203007
,-3.921148,-6.47849,14.150625
,-4.025258,-6.672694,14.104423
,-4.133014,-6.87269,14.064684
,-4.244505,-7.078587,14.031704
,-4.359815,-7.290485,14.005798
,-4.479034,-7.508475,13.9873
,-4.602248,-7.732638,13.976563
,-4.729544,-7.96304,13.973958
,-4.861008,-8.199736,13.979879
,-4.996724,-8.442763,13.994738
,-5.136773,-8.692139,14.01897
,-5.281236,-8.947861,14.05303
,-5.430186,-9.209904,14.097396
,-5.583696,-9.478216,14.152567
,-5.741831,-9.752714,14.219064
,-5.90465,-10.033284,14.297428
,-6.072204,-10.319775,14.388221
,-6.244536,-10.611999,14.492025
,-6.42168,-10.90972,14.609441
,-6.603656,-11.212658,14.741085
,-6.790474,-11.52048,14.887589
,-6.982128,-11.832795,15.049597
,-7.178595,-12.149153,15.227763
,-7.379835,-12.469039,15.422744
,-7.585789,-12.791866,15.635201
,-7.796374,-13.116975,15.86579
,-8.011483,-13.443623,16.115159
,-8.230983,-13.770989,16.383938
,-8.454713,-14.098161,16.672734
,-8.682479,-14.424135,16.982126
,-8.914056,-14.747816,17.312646
,-9.14918,-15.068009,17.66478
,-9.38755,-15.383422,18.038951
,-9.628824,-15.692665,18.435507
,-9.872618,-15.994249,18.85471
,-10.118502,-16.28659,19.296723
,-10.365997,-16.568011,19.761591
,-10.614578,-16.836749,20.249234
,-10.86367,-17.090964,20.759426
,-11.112644,-17.328747,21.291783
,-11.360823,-17.548131,21.845748
,-11.607476,-17.747111,22.420575
,-11.851823,-17.923655,23.01532
,-12.093035,-18.075731,23.628826
,-12.330235,-18.201326,24.259714
,-12.562503,-18.298468,24.90638
,-12.788878,-18.365262,25.566984
,-13.008366,-18.399912,26.239457
,-13.219942,-18.400755,26.921498
,-13.422562,-18.366292,27.610585
,-13.615165,-18.295221,28.303987
,-13.796687,-18.186467,28.99878
,-13.966066,-18.039213,29.691871
,-14.122259,-17.85293,30.380026
,-14.264246,-17.627398,31.059898
,-14.391045,-17.36273,31.728069
,-14.501727,-17.059389,32.381088
,-14.595421,-16.718193,33.015514
,-14.671331,-16.340325,33.627965
,-14.728745,-15.927327,34.215161
,-14.767048,-15.48109,34.773975
,-14.785728,-15.003835,35.301474
,-14.784387,-14.498093,35.794969
,-14.762748,-13.966669,36.252048
,-14.720659,-13.412609,36.670615
,-14.658097,-12.839154,37.048916
,-14.575172,-12.249695,37.385562
,-14.472123,-11.647725,37.679542
,-14.349319,-11.036787,37.930236
,-14.207252,-10.420424,38.137403
,-14.046535,-9.80213,38.301185
,-13.867891,-9.185304,38.422081
,-13.672145,-8.573202,38.500934
,-13.460214,-7.968906,38.538897
,-13.233097,-7.375283,38.537405
,-12.991861,-6.794963,38.498138
,-12.737629,-6.230316,38.422982
,-12.471567,-5.683437,38.313996
,-12.194873,-5.156136,38.173364
,-11.908762,-4.649938,38.003367
,-11.614458,-4.166083,37.806336
,-11.313177,-3.705534,37.584627
,-11.006122,-3.268989,37.340585
,-10.69447,-2.856892,37.076518
,-10.379365,-2.469459,36.79467
,-10.061911,-2.106688,36.497206
,-9.743164,-1.768386,36.18619
,-9.424127,-1.454187,35.863576
,-9.105747,-1.163579,35.531195
,-8.788912,-0.895917,35.190751
,-8.474445,-0.650452,34.843816
,-8.16311,-0.426347,34.491832
,-7.855602,-0.222695,34.136106
,-7.552556,-0.038539,33.77782
,-7.25454,0.127117,33.418029
,-6.962064,0.275291,33.057674
,-6.675576,0.407009,32.69758
,-6.395465,0.523298,32.33847
,-6.122067,0.625175,31.980968
,-5.855663,0.713638,31.625612
,-5.596487,0.789661,31.272855
,-5.344723,0.85419,30.923078
,-5.100515,0.908133,30.576595
,-4.863963,0.952364,30.233659
,-4.635131,0.987716,29.894474
,-4.41405,1.014981,29.559195
,-4.200716,1.034908,29.227935
,-3.995101,1.048202,28.900776
,-3.797149,1.05553,28.577766
,-3.60678,1.057511,28.258929
,-3.423895,1.054727,27.944266
,-3.248376,1.047718,27.633761
,-3.080091,1.036985,27.327382
,-2.918893,1.022992,27.025087
,-2.764623,1.006167,26.72682
,-2.617112,0.986902,26.432521
,-2.476184,0.96556,26.142123
,-2.341655,0.94247,25.855556
,-2.213338,0.917934,25.572744
,-2.091039,0.892225,25.293612
,-1.974564,0.865591,25.018085
,-1.863715,0.838257,24.746085
,-1.758297,0.810423,24.477537
,-1.658111,0.782271,24.212366
,-1.562962,0.753961,23.9505
,-1.472656,0.725639,23.691868
,-1.387,0.69743,23.4364
,-1.305805,0.669445,23.184029
,-1.228887,0.641783,22.934692
,-1.156062,0.614529,22.688327
,-1.087153,0.587754,22.444874
,-1.021985,0.561521,22.204276
,-0.960391,0.535882,21.966478
,-0.902206,0.51088,21.731429
,-0.847269,0.486551,21.499077
,-0.795428,0.462922,21.269376
,-0.746532,0.440015,21.042278
,-0.700438,0.417844,20.817741
,-0.657006,0.39642,20.595722
,-0.616103,0.375748,20.376181
,-0.5776,0.355829,20.159078
,-0.541374,0.336661,19.944378
,-0.507305,0.318237,19.732043
,-0.47528,0.300549,19.52204
,-0.445191,0.283586,19.314336
,-0.416932,0.267335,19.108898
,-0.390406,0.25178,18.905696
,-0.365516,0.236905,18.704699
,-0.342173,0.222692,18.50588
,-0.32029,0.209122,18.309209
,-0.299785,0.196176,18.11466
,-0.28058,0.183833,17.922207
,-0.2626,0.172073,17.731822
,-0.245776,0.160874,17.543482
,-0.23004,0.150215,17.357162
,-0.215329,0.140074,17.172838
,-0.201583,0.130432,16.990486
,-0.188744,0.121265,16.810084
,-0.17676,0.112555,16.631608
,-0.165578,0.104279,16.455039
,-0.155151,0.096418,16.280352
,-0.145434,0.088952,16.107528
,-0.136383,0.08186,15.936546
,-0.127958,0.075126,15.767384
,-0.12012,0.068729,15.600024
,-0.112835,0.062652,15.434445
,-0.106068,0.056877,15.270627
,-0.099787,0.051387,15.108552
,-0.093962,0.046167,14.948199
,-0.088565,0.0412,14.789552
,-0.08357,0.036471,14.632591
,-0.078952,0.031964,14.477297
,-0.074687,0.027667,14.323654
,-0.070755,0.023565,14.171642
,-0.067134,0.019645,14.021246
,-0.063805,0.015895,13.872446
,-0.060751,0.012302,13.725227
,-0.057954,0.008854,13.579571
,-0.0554,0.00554,13.435462
,-0.053073,0.00235,13.292883
,-0.050961,-0.000728,13.151817
,-0.04905,-0.003703,13.01225
,-0.047329,-0.006584,12.874163
,-0.045786,-0.009381,12.737543
,-0.044412,-0.012103,12.602373
,-0.043198,-0.014759,12.468638
,-0.042134,-0.017356,12.336322
,-0.041213,-0.019904,12.205411
,-0.040427,-0.022408,12.07589
,-0.039769,-0.024878,11.947743
,-0.039233,-0.02732,11.820957
,-0.038814,-0.029741,11.695516
,-0.038505,-0.032148,11.571407
,-0.038303,-0.034547,11.448615
,-0.038203,-0.036946,11.327127
,-0.038202,-0.03935,11.206928
,-0.038294,-0.041766,11.088005
,-0.038478,-0.0442,10.970345
,-0.038751,-0.046658,10.853934
,-0.03911,-0.049145,10.738758
,-0.039554,-0.051668,10.624805
,-0.040079,-0.054233,10.512062
,-0.040686,-0.056845,10.400516
,-0.041372,-0.05951,10.290155
,-0.042137,-0.062233,10.180965
,-0.04298,-0.065021,10.072934
,-0.0439,-0.06788,9.966051
,-0.044898,-0.070815,9.860302
,-0.045974,-0.073832,9.755677
,-0.047128,-0.076938,9.652163
,-0.04836,-0.080138,9.549748
,-0.049671,-0.083438,9.448421
,-0.051062,-0.086845,9.348171
,-0.052534,-0.090366,9.248985
,-0.05409,-0.094007,9.150854
,-0.055729,-0.097774,9.053765
,-0.057454,-0.101675,8.957708
,-0.059268,-0.105717,8.862672
,-0.061172,-0.109908,8.768647
,-0.063169,-0.114254,8.675621
,-0.06526,-0.118763,8.583584
,-0.067451,-0.123445,8.492526
,-0.069742,-0.128307,8.402437
,-0.072138,-0.133358,8.313307
