Date,TA,ST1,H2O,SM1,FN2O
,16.86,21,18.8618,34.35,9.86759
,16.63,21,18.52,34.1,10.3288
,16.39,20.95,18.2241,34.05,10.1847
,16.32,20.9,18.113,34,10.6734
,16.3,20.85,18.1082,33.7,11.3087
,16.31,20.8,18.1431,33.4,12.1221
,16.32,20.8,17.8738,33.3,11.2806
,15.93,20.8,17.5756,33.2,11.0403
,15.7,20.75,17.3469,33.3,10.7626
,15.56,20.7,17.1396,33.4,11.3195
,15.56,20.65,17.0214,33.1,12.0052
,15.63,20.6,17.1575,32.8,12.6393
,15.58,20.55,17.0815,32.9,13.1685
,15.69,20.5,17.2988,33,13.7295
,15.71,20.5,17.3246,32.95,14.5443
,15.61,20.5,17.1288,32.9,14.0099
,15.53,20.5,17.1589,32.85,14.698
,15.57,20.5,17.2467,32.8,12.8523
,15.63,20.45,17.4065,32.8,14.7671
,15.73,20.4,17.3939,32.8,14.4417
,16.3,20.35,18.0444,32.75,14.2182
,16.84,20.3,18.5037,32.7,13.5915
,17.12,20.3,18.7944,32.55,13.1811
,17.45,20.3,19.4591,32.4,12.567
,17.47,20.3,20.0435,32.25,12.626
,18.53,20.3,19.872,32.1,13.3855
,19.7,20.35,20.8634,32.25,14.5115
,20.29,20.4,20.8515,32.4,15.1373
,23.07,20.45,23.3378,32.35,16.6491
,22.68,20.5,24.8081,32.3,16.5098
,22.41,20.6,24.106,32.25,16.6966
,26.4,20.7,25.4219,32.2,17.6378
,23.17,20.85,28.2347,32.1,17.3462
,22.84,21,23.6623,32,17.9307
,23.38,21.1,20.9625,31.85,17.6145
,25.47,21.2,21.7203,31.7,17.6036
,25.41,21.35,21.8533,31.65,17.4574
,27.12,21.5,22.7439,31.6,18.1381
,27.18,21.55,22.3339,31.5,20.1772
,26.96,21.6,20.8433,31.4,19.2353
,26.84,21.65,20.3794,31.2,20.3377
,25.84,21.7,19.0365,31,20.1863
,23.65,21.7,18.1124,31,20.9831
,24.15,21.7,17.4745,31,21.1043
,22.95,21.65,16.5034,30.75,20.8666
,21.78,21.6,15.9066,30.5,20.7909
,20.33,21.5,15.7288,30.6,21.1375
,19.37,21.4,15.8225,30.7,21.2598
,17.24,21.3,16.2854,30.75,22.371
,15.68,21.2,16.2129,30.8,23.7681
,15.01,21,16.0795,30.8,23.9898
,14.32,20.8,15.5908,30.8,22.3171
,14.3,20.65,15.2998,30.8,22.5594
,13.97,20.5,15.1463,30.8,23.8174
,13.2,20.3,14.4097,30.9,22.5342
,13.07,20.1,14.2405,31,21.1566
,13.46,20,14.1613,30.95,21.3371
,13.43,19.9,14.1106,30.9,20.7683
,13.79,19.75,14.1334,30.9,20.3864
,13,19.6,13.7914,30.9,21.1131
,13.26,19.55,13.7449,30.8,19.7832
,13.01,19.5,13.6686,30.7,19.7391
,13.1,19.4,13.704,30.5,19.5117
,12.97,19.3,13.604,30.3,19.3961
,12.77,19.3,13.5465,30.5,19.157
,13.26,19.3,14.1238,30.7,18.8267
,13.88,19.25,14.9412,30.7,18.8747
,14.22,19.2,15.3567,30.7,18.385
,14.53,19.2,15.855,30.75,18.1782
,14.92,19.2,16.041,30.8,18.2081
,16.24,19.25,17.746,30.85,18.1791
,17.69,19.3,19.0594,30.9,17.8617
,18.46,19.35,17.4096,30.8,18.3057
,18.88,19.4,17.6606,30.7,18.7927
,19.82,19.45,18.4118,30.6,18.2758
,21.45,19.5,18.6211,30.5,18.9873
,25.86,19.65,21.2004,30.4,21.591
,27,19.8,26.1953,30.3,21.7173
,26.41,19.95,27.3325,30.3,20.5517
,27.89,20.1,26.3968,30.3,21.594
,26.69,20.3,26.8596,30.15,21.3295
,28.73,20.5,23.1328,30,21.0673
,29.94,20.65,21.4841,29.85,23.2046
,26.05,20.8,19.4307,29.7,20.8571
,29.26,20.95,20.4017,29.55,21.6509
,28.1,21.1,19.3503,29.4,21.6588
,28.46,21.2,18.6098,29.35,23.1435
,25.35,21.3,17.9502,29.3,21.5198
,25.3,21.35,18.4169,29.3,20.2761
,24.22,21.4,17.886,29.3,21.5056
,22.3,21.35,17.0556,29.25,21.2506
,19.91,21.3,15.7542,29.2,19.7866
,15.83,21.2,16.9527,29.3,10.9207
,15.96,21.1,17.3055,29.4,16.3406
,16.64,21.05,18.3056,29.4,19.1897
,16.04,21,17.3736,29.4,20.6479
,14.89,20.9,16.1202,29.45,21.6906
,14.24,20.8,15.3521,29.5,20.2403
,14.4,20.65,15.3256,29.45,11.6128
,14.27,20.5,15.3646,29.4,20.0827
,13.41,20.35,14.4475,29.5,19.0164
,13.14,20.2,14.2434,29.6,20.4998
,12.49,20,13.7637,29.6,21.1231
,12.57,19.8,13.581,29.6,19.8884
,12.2,19.65,13.4252,29.65,18.3699
,12.97,19.5,14.1368,29.7,19.1847
,13.84,19.4,15.2039,29.7,18.7425
,14.38,19.3,15.876,29.7,18.5039
,13.53,19.25,14.9412,29.8,18.109
,13.51,19.2,14.7789,29.9,17.9747
,13.79,19.15,15.0541,29.9,17.8623
,13.24,19.1,14.6097,29.9,17.7471
,12.39,19.05,13.9059,29.8,18.0477
,13.66,19,15.2192,29.7,20.4083
,14.02,18.95,15.5714,29.7,17.9284
,13.78,18.9,15.4874,29.7,17.5439
,15.4,18.85,17.2732,29.7,17.3347
,16.49,18.8,18.1175,29.7,17.0558
,16.82,18.85,19.0714,29.65,16.0861
,18.08,18.9,19.7844,29.6,16.4588
,18.54,18.95,20.7297,29.75,16.1594
,19.19,19,21.1836,29.9,16.3779
,19.93,19.15,23.7903,29.75,15.7926
,21.52,19.3,22.8481,29.6,17.276
,25.05,19.4,25.8038,29.7,18.8366
,26.52,19.5,26.0107,29.8,19.9363
,27.27,19.7,26.7665,29.6,21.4311
,28.38,19.9,27.1114,29.4,22.2082
,28.49,20.05,28.5162,29.25,21.8865
,28.39,20.2,28.8557,29.1,21.8188
,29.32,20.4,28.0539,29.15,23.708
,30.39,20.6,29.0421,29.2,23.5095
,30.7,20.75,29.7245,28.85,23.4742
,29.84,20.9,30.1182,28.5,22.532
,29.22,21,32.4108,28.5,22.8073
,31.01,21.1,32.0535,28.5,22.8721
,25.83,21.2,31.8084,28.4,21.7064
,24.1,21.3,28.6138,28.3,21.3826
,24.22,21.3,27.918,28.5,21.2473
,25.82,21.3,26.9138,28.7,21.3298
,24.53,21.3,25.8871,28.7,21.4554
,22.56,21.3,22.9905,28.7,21.3937
,19.77,21.2,22.0191,28.55,23.6712
,17.23,21.1,19.9241,28.4,27.6254
,15.92,20.95,18.0141,28.5,26.2302
,15.17,20.8,16.9903,28.6,24.3518
,14.86,20.6,16.5908,28.6,27.3923
,14.25,20.4,15.9178,28.6,28.0017
,13.88,20.25,15.4387,28.6,21.7218
,13.77,20.1,15.1978,28.6,21.2548
,13.49,19.9,14.7905,28.6,24.2542
,13.3,19.7,14.6064,28.6,24.7323
,13.03,19.55,14.3404,28.5,22.7456
,12.76,19.4,14.1309,28.4,20.2838
,12.17,19.3,13.681,28.45,23.5825
,11.82,19.2,13.3846,28.5,25.6298
,11.67,19.05,13.1009,28.55,19.186
,11.12,18.9,12.6541,28.6,16.9875
,11.3,18.75,12.7035,28.65,21.1675
,11.2,18.6,12.6172,28.7,21.8583
,10.87,18.5,12.3395,28.7,16.8107
,10.89,18.4,12.3597,28.7,27.4117
,11.5,18.3,12.9839,28.75,20.2222
,14.04,18.2,14.9924,28.8,18.9592
,15.83,18.15,16.2924,28.75,18.6177
,17.48,18.1,17.8298,28.7,16.3737
,17.96,18.15,19.8881,28.45,17.6955
,19.65,18.2,21.2742,28.2,18.0723
,20.27,18.35,22.7256,28.4,17.3764
,21.13,18.5,23.2314,28.6,17.7993
,22.76,18.7,26.1283,28.55,18.1945
,24.33,18.9,27.8129,28.5,17.0085
,25.91,19.1,25.8479,28.45,19.794
,28.34,19.3,25.8709,28.4,21.3136
,27.15,19.55,27.0948,28.2,20.8268
,29.52,19.8,26.5075,28,20.3557
,30.19,20,26.2529,28,21.4825
,28.77,20.2,25.1895,28,22.2561
,30.51,20.4,25.7318,27.9,21.9746
,29.32,20.6,25.4675,27.8,21.4192
,29.06,20.75,23.2713,27.9,22.7423
,27.26,20.9,20.606,28,25.4999
,27.13,21,20.2081,27.6,24.3891
,25.72,21.1,19.1783,27.2,24.3552
,25.49,21.1,19.2212,27.45,23.5055
,24.72,21.1,20.2613,27.7,21.7131
,24.19,21.05,19.9837,27.65,22.2606
,24.15,21,19.7381,27.6,22.1146
,23.52,21,20.0036,27.55,21.757
,23.02,21,19.2454,27.5,21.9016
,22.55,21,18.9073,27.4,22.0911
,21.92,21,19.2486,27.3,20.363
,19.88,20.9,20.6484,27.35,21.0857
,19.58,20.8,20.8101,27.4,19.2761
,19.59,20.8,20.2374,27.3,19.3751
,19.56,20.8,19.8898,27.2,19.9215
,18.91,20.75,20.1069,27.3,19.6456
,18.62,20.7,20.2569,27.4,16.5758
,18.27,20.65,20.2659,28.2,10.4247
,18.5,20.6,20.2349,29,12.4124
,18.25,20.55,20.3788,30,9.74185
,18.54,20.5,20.7114,31,10.2447
,18.86,20.5,21.1054,31.05,9.99067
,19.12,20.5,21.4038,31.1,10.3328
,19.34,20.5,21.6456,31.1,12.214
,19.54,20.5,21.8832,31.1,12.55
,19.81,20.5,22.2031,31.1,13.608
,20.05,20.5,22.5177,31.1,13.0564
,20.12,20.5,22.6466,31.15,12.7728
,20.25,20.5,22.5269,31.2,11.7531
,20.09,20.55,22.6735,31.2,11.189
,19.99,20.6,22.3246,31.2,10.837
,20.35,20.6,22.2748,31.1,11.3719
,20.48,20.6,22.1688,31,11.4897
,20.95,20.6,22.5452,31,11.8247
,22.38,20.6,23.7502,31,11.2357
,22.72,20.65,25.21,31.05,11.9327
,22.61,20.7,25.0221,31.1,11.6578
,23.84,20.75,25.9643,31.05,12.5605
,23.67,20.8,25.2852,31,11.8676
,26.02,20.9,26.5822,31,12.7512
,26.05,21,27.8126,31,13.038
,24.8,21.1,27.0831,30.95,15.8086
,26.24,21.2,28.6058,30.9,15.1887
,25.89,21.3,29.1688,30.85,15.8913
,26.78,21.4,28.7412,30.8,16.8381
,26.48,21.45,28.629,30.65,17.0446
,26.86,21.5,29.0224,30.5,18.2943
,27.75,21.6,30.9926,30.4,19.4816
,28.18,21.7,30.7729,30.3,19.7363
,27.99,21.8,30.4861,30.25,20.006
,28.13,21.9,30.7577,30.2,19.9773
,27.82,21.95,30.3157,30.15,20.2078
,27.24,22,29.5786,30.1,21.1321
,26.91,22,29.1968,30.1,22.04
,26.08,22,28.6609,30.1,21.2772
,24.16,22,27.2943,30.15,21.7327
,22.34,22,26.1766,30.2,19.8295
,19.56,21.95,24.5292,31.35,8.77761
,19.95,21.9,24.1675,32.5,10.4526
,18.7,21.85,22.2379,32.5,11.9118
,17.83,21.8,21.0327,32.5,11.3324
,18.92,21.7,21.0044,32.55,10.8284
,18.07,21.6,19.9873,32.6,11.0592
,17.67,21.55,19.5854,32.6,11.4641
,16.71,21.5,18.7131,32.6,13.5718
,16.39,21.35,18.2444,32.55,13.3593
,16.04,21.2,17.8,32.5,13.7622
,15.66,21.1,17.4105,32.5,15.5347
,15.37,21,16.9424,32.5,16.0292
,15.19,20.85,16.7504,32.45,13.6109
,15.22,20.7,17.0054,32.4,13.685
,14.98,20.55,16.607,32.5,13.2927
,14.94,20.4,16.5841,32.6,13.402
,14.45,20.3,16.1972,32.45,7.94668
,14.72,20.2,16.3577,32.3,14.8442
,14.23,20.1,15.8443,32.3,14.4132
,13.76,20,15.6102,32.3,15.6046
,14.15,19.9,15.9383,32.3,14.1666
,15.02,19.8,16.994,32.3,9.75335
,16.12,19.75,18.1245,32.25,13.7319
,17.01,19.7,20.1641,32.2,14.4573
,18.21,19.7,21.4683,32.15,14.3856
,20.02,19.7,22.6456,32.1,14.5948
,20.31,19.8,23.1959,32.1,14.5715
,21.36,19.9,23.822,32.1,14.0528
,22.76,20.05,25.3942,32.05,14.3685
,24.18,20.2,27.0769,32,14.3878
,26.28,20.35,28.3582,31.95,14.2069
,28.05,20.5,29.2679,31.9,15.199
,29.03,20.7,30.5994,31.85,16.1095
,29.06,20.9,31.1869,31.8,16.9532
,29.66,21.1,31.5526,31.6,17.3934
,29.85,21.3,32.3693,31.4,17.3969
,30.17,21.5,32.5977,31.15,18.561
,30.17,21.7,32.7141,30.9,19.1045
,28.76,21.85,32.8303,30.95,17.9667
,27.07,22,29.878,31,19.3284
,28.43,22.05,30.389,30.9,21.5974
,29.48,22.1,31.3844,30.8,21.9304
,27.55,22.15,29.6762,30.8,21.9405
,27.46,22.2,29.0499,30.8,20.3833
,27.04,22.2,28.3968,30.65,19.8183
,25.99,22.2,27.0003,30.5,18.9806
,24.85,22.15,26.0661,30.5,19.3644
,23.73,22.1,24.7545,30.5,20.0295
,21.99,22.05,24.0808,30.35,19.8054
,20.06,22,23.1316,30.2,21.7008
,19.18,21.9,21.716,30.3,22.1014
,17.91,21.8,20.909,30.4,22.0987
,17.83,21.65,20.2333,30.45,22.2187
,17.44,21.5,20.0683,30.5,21.3421
,18.34,21.35,20.5754,30.45,21.0826
,16.71,21.2,19.5406,30.4,22.4148
,15.71,21.05,18.4688,30.4,25.1658
,14.37,20.9,17.3862,30.4,19.2432
,14.44,20.7,16.6592,30.3,18.7362
,13.85,20.5,15.7028,30.2,18.7036
,13.63,20.35,15.2328,30.25,19.6711
,12.71,20.2,14.571,30.3,19.6162
,12.14,20.05,13.6721,30.25,19.7031
,11.86,19.9,13.3611,30.2,13.0513
,12.04,19.75,13.5489,30.3,21.5357
,11.99,19.6,13.478,30.4,18.4422
,12.63,19.5,14.008,30.4,19.3046
,13.8,19.4,15.2145,30.4,17.8588
,14.79,19.35,16.2244,30.45,17.7038
,15.05,19.3,16.8463,30.5,19.2024
,15.46,19.35,17.249,30.5,17.1104
,15.78,19.4,17.6264,30.5,16.5682
,16.81,19.45,19.2038,30.5,17.4659
,17.84,19.5,20.5425,30.5,16.864
,17.71,19.55,20.847,30.4,17.3417
,16.74,19.6,19.7293,30.3,14.19
,16.25,19.7,18.2011,30.1,11.4196
,16.5,19.8,18.5789,29.9,10.6679
,17.09,19.8,19.4008,30.05,12.8161
,17.71,19.8,20.1215,30.2,12.4839
,17.32,19.85,19.8095,30.4,12.9377
,16.93,19.9,19.3269,30.6,11.1197
,17.19,19.95,19.6384,30.9,10.3421
,18.04,20,20.541,31.2,10.5567
,18.07,20.05,20.7089,31.45,10.0374
,17.62,20.1,20.3732,31.7,10.7645
,18.69,20.15,21.5906,31.85,11.7738
,17.99,20.2,20.6206,32,11.3206
,18.01,20.25,20.657,32.05,11.7386
,18.58,20.3,21.2243,32.1,8.27215
,19.1,20.35,21.7,32.15,12.4365
,19.52,20.4,22.4638,32.2,13.1204
,18.05,20.45,21.0148,32.15,13.0253
,18.09,20.5,20.6918,32.1,13.1087
,17.72,20.5,20.0994,32.1,12.9373
,17.71,20.5,20.0158,32.1,11.133
,17.41,20.5,19.5697,32.05,12.6583
,16.87,20.5,18.9898,32,13.1442
,15.9,20.4,17.6455,32,12.7233
,14.61,20.3,16.1991,32,12.4961
,14.51,20.2,16.0327,31.95,12.4676
,13.7,20.1,15.2091,31.9,12.8427
,12.9,20,14.3262,31.9,7.51614
,12.79,19.9,14.1573,31.9,12.9938
,13.07,19.7,14.4187,31.85,12.8601
,12.77,19.5,14.3096,31.8,12.6384
,12.14,19.35,13.722,31.8,12.0808
,11.91,19.2,13.4168,31.8,7.46644
,12.07,19.1,13.5059,31.75,12.4649
,12.18,19,13.4511,31.7,12.4403
,12.09,18.85,13.4769,31.7,9.46395
,12.12,18.7,13.3536,31.7,12.2087
,11.45,18.6,12.9833,31.7,7.92652
,10.59,18.5,12.4274,31.7,11.7939
,11.42,18.4,12.7972,31.65,12.3939
,10.06,18.3,11.9869,31.6,11.922
,10.23,18.2,12.059,31.6,11.8493
,12.87,18.1,13.5999,31.6,12.4171
,14.19,18.05,16.0999,31.6,11.8469
,15.46,18,17.638,31.6,11.4656
,15.52,18,17.9908,31.55,11.7352
,16.74,18,18.5376,31.5,10.9025
,16.89,18.1,19.321,31.45,10.8035
,17.11,18.2,19.6623,31.4,11.3907
,17.44,18.35,21.1785,31.4,11.6896
,18.6,18.5,23.1742,31.4,11.3495
,24.16,18.6,24.2897,31.35,13.125
,23.67,18.7,24.3149,31.3,12.4381
,24.67,18.85,26.2864,31.2,12.9718
,24.77,19,25.0353,31.1,12.8268
,26.14,19.2,26.4993,31,13.6633
,27.14,19.4,28.3937,30.9,13.8902
,28.73,19.6,28.9957,30.75,15.2198
,27.8,19.8,28.5285,30.6,15.8475
,28.4,19.95,29.7531,30.45,15.4762
,27.67,20.1,29.1582,30.3,16.2441
,25.65,20.25,28.6579,30.25,16.5104
,26.44,20.4,26.8667,30.2,15.825
,25.15,20.45,26.0025,30.1,16.7084
,24.41,20.5,25.0568,30,16.2952
,23,20.5,23.9803,30,16.3707
,20.26,20.5,22.2314,30,15.7794
,20.99,20.4,22.4042,30,16.8522
,19.82,20.3,22.281,30,17.0086
,17.21,20.25,20.5077,29.95,16.6312
,14.41,20.2,17.3876,29.9,17.757
,13.64,20.05,15.796,29.9,18.4348
,12.8,19.9,14.715,29.9,16.7502
,12.31,19.7,14.1892,29.9,16.8974
,12.5,19.5,14.6789,29.9,18.4177
,11.98,19.3,14.1634,29.9,18.7801
,11.73,19.1,13.889,29.9,17.7756
,11.72,18.95,13.8568,29.9,20.1479
,11.57,18.8,13.8182,29.9,17.9709
,11.86,18.65,13.6605,29.95,16.4642
,11.84,18.5,13.7849,30,17.0567
,11.95,18.4,13.8256,30,17.8463
,12.36,18.3,13.871,30,16.3566
,12.16,18.2,13.7565,29.95,18.7064
,12.41,18.1,13.9608,29.9,15.478
,13.05,18.05,14.8375,29.95,16.2872
,13.27,18,15.2265,30,17.2111
,13.57,18,15.487,29.95,16.8009
,14.03,18,15.9718,29.9,15.1788
,14.19,18.05,16.2702,29.9,15.6061
,14.54,18.1,16.7847,29.9,15.4008
,14.86,18.1,17.1057,29.9,14.5777
,15.64,18.1,18.0979,29.9,14.767
,15.98,18.2,18.5134,29.85,15.9225
,15.84,18.3,18.2507,29.8,11.5919
,16.17,18.35,18.7574,29.8,10.6879
,16.79,18.4,19.5933,29.8,11.0827
,17.12,18.45,19.9941,29.8,11.4625
,16.93,18.5,19.3784,29.8,11.4924
,16.85,18.6,19.3979,30.45,8.8165
,16.9,18.7,19.5693,31.1,8.64635
,16.67,18.75,19.3512,31.7,9.55632
,17.31,18.8,20.009,32.3,9.70417
,17.86,18.85,20.6541,32.25,10.063
,17.03,18.9,19.7296,32.2,10.3114
,17.36,18.95,20.0246,32.15,10.1531
,18.02,19,20.8334,32.1,10.3748
,18,19.05,20.8174,32.1,10.2753
,19.26,19.1,21.9559,32.1,10.5006
,18.24,19.15,21.4929,32.05,10.6432
,19.21,19.2,21.9985,32,10.3631
,18.83,19.25,21.9694,31.95,10.7071
,18.97,19.3,21.7916,31.9,10.5669
,18.49,19.4,21.6816,31.85,10.8627
,20.05,19.5,22.4035,31.8,11.0392
,18.14,19.5,21.5935,31.75,11.0829
,17.93,19.5,21.299,31.7,11.288
,16.2,19.5,19.2901,31.7,12.158
,15.02,19.5,17.2527,31.7,11.2129
,14.02,19.4,16.2488,31.65,7.62456
,14.44,19.3,16.3498,31.6,11.2686
,14.86,19.2,16.914,31.6,11.6097
,15.48,19.1,17.5247,31.6,11.288
,16.1,19.05,18.4468,31.55,11.0597
,16.02,19,18.3977,31.5,11.1095
,14.98,19,17.2402,31.45,12.9142
,15.18,19,17.2538,31.4,11.3162
,15.34,18.95,17.6165,31.4,11.5344
,15.2,18.9,17.4016,31.4,11.0819
,15.34,18.85,17.5758,31.4,11.0125
,15.92,18.8,18.0726,31.4,10.57
,15.86,18.8,17.9414,31.35,9.65766
,15.3,18.8,17.2489,31.3,9.93573
,15.55,18.8,17.4692,31.3,9.65983
,15.02,18.8,16.7312,31.3,8.70763
,14.43,18.8,16.2443,31.25,8.74243
,14.18,18.8,15.9076,31.2,11.218
,13.51,18.8,15.0778,31.25,8.45632
,14.02,18.8,15.4257,31.3,8.66472
,13.54,18.8,14.8923,31.3,9.03934
,13.39,18.8,14.6995,31.3,9.33934
,13.3,18.8,14.6217,31.45,8.58165
,13.99,18.8,15.3346,31.6,8.83766
,13.05,18.8,14.5899,31.6,10.219
,13.4,18.8,14.7968,31.6,7.56157
,13.79,18.8,15.1285,31.55,7.21615
,15.33,18.8,14.2315,31.5,9.02464
,18.06,18.8,16.7967,31.45,7.66712
,18.59,18.8,18.3187,31.4,8.57496
,18.91,18.9,18.7235,31.3,8.46074
,19.36,19,19.5114,31.2,8.57651
,20.24,19.2,20.274,31.15,8.3254
,20.44,19.4,20.377,31.1,9.4878
,20.79,19.55,20.0862,30.85,9.15646
,20.6,19.7,19.8642,30.6,9.08438
,20.49,19.8,19.9545,30.5,8.97144
,20.62,19.9,19.773,30.4,8.58853
,19.88,19.95,19.7807,30.4,8.94024
,18.01,20,18.2234,30.4,8.83074
,19.71,20,16.6716,30.35,8.86127
,18.08,20,14.7235,30.3,8.58701
,17.9,19.95,13.5763,30.25,8.84247
,16.95,19.9,12.8097,30.2,8.76864
,15.93,19.8,12.5051,30.15,9.4387
,15.01,19.7,12.458,30.1,9.61176
,13.62,19.55,11.923,30.15,10.1875
,12.91,19.4,11.693,30.2,10.1693
,12.61,19.3,11.6453,30.25,10.9199
,12.99,19.2,11.8023,30.3,10.4498
,12.81,19.1,11.5985,30.2,10.5635
,10.62,19,11.9396,30.1,9.86973
,10.7,18.85,11.635,30.1,10.9142
,10.33,18.7,11.4033,30.1,10.6244
,10.28,18.6,11.4475,30.1,10.5068
,9.57,18.5,11.0538,30.1,10.3054
,9.75,18.35,11.06,30.15,11.1434
,9.42,18.2,10.9383,30.2,10.7022
,9.58,18.1,11.2098,30.2,10.0272
,9.99,18,11.5447,30.2,10.4817
,10.32,17.9,11.6551,30.1,10.1254
,10.68,17.8,11.9843,30,9.93935
,10.69,17.8,11.9522,30,9.84689
,10.34,17.8,11.6905,30,10.1839
,10.54,17.75,11.9174,30.1,9.72396
,10.48,17.7,12.0057,30.2,9.61606
,10.85,17.65,12.1401,30.2,9.73906
,10.17,17.6,11.773,30.2,9.28583
,12.38,17.6,13.4692,30.15,9.17065
,13.5,17.6,14.0023,30.1,9.31101
,13.33,17.6,14.5674,29.9,9.01312
,15.12,17.6,13.6504,29.7,8.76782
,15.08,17.6,14.0531,29.9,8.74462
,15.74,17.6,14.3386,30.1,8.80802
,17.14,17.65,15.4733,30.05,8.73716
,19.37,17.7,16.9342,30,9.123
,22.7,17.85,18.2468,29.95,9.56427
,24.56,18,17.6314,29.9,10.0179
,25.64,18.15,23.165,29.8,9.70132
,23.85,18.3,22.2837,29.7,9.1815
,25.59,18.5,18.2048,29.65,9.58981
,26.9,18.7,19.0762,29.6,9.87641
,26.87,18.9,18.1714,29.45,9.51754
,27.11,19.1,19.2471,29.3,9.75455
,26.11,19.3,18.1617,29.2,9.44635
,22.73,19.5,16.4405,29.1,10.0625
,25.73,19.55,17.3644,28.95,10.3481
,24.62,19.6,17.1804,28.8,11.5677
,22.53,19.65,15.9127,28.7,11.2325
,21.89,19.7,16.125,28.6,11.075
,20.26,19.65,14.6634,28.65,11.0183
,19.61,19.6,13.7999,28.7,11.2792
,18.79,19.5,14.0568,28.55,10.9923
,18.03,19.4,14.3151,28.4,10.9864
,17.22,19.35,14.3166,28.4,10.29
,16.55,19.3,14.0168,28.4,10.2985
,15.72,19.25,13.9524,28.35,11.0559
,14.06,19.2,14.0206,28.3,12.9334
,14.46,19.1,14.2269,28.35,12.0573
,14.7,19,13.9549,28.4,13.1047
,14.74,18.9,13.9892,28.45,10.6656
,14.11,18.8,14.3532,28.5,10.6724
,14.16,18.7,14.4949,28.45,10.179
,14.07,18.6,14.3987,28.4,10.8414
,13.54,18.55,14.3752,28.4,13.6607
,13.29,18.5,14.4305,28.4,12.5556
,12.21,18.45,13.6426,28.5,5.50213
,11.86,18.4,13.2978,28.6,14.1192
,11.96,18.3,13.4097,28.65,12.1698
,12,18.2,13.4311,28.7,9.33088
,12.28,18.15,13.7705,28.7,12.6298
,12.38,18.1,13.8789,28.7,10.8471
,12.6,18.05,14.1376,28.65,12.7913
,12.66,18,14.1974,28.6,11.0258
,12.82,18,14.3225,28.55,9.15283
,13.03,18,14.581,28.5,8.54075
,13.44,17.95,15.1476,28.5,9.08154
,13.92,17.9,15.7089,28.5,9.13475
,14.26,17.95,16.1116,28.6,8.34436
,14.61,18,16.48,28.7,7.82189
,14.22,18,15.959,28.85,8.23776
,14.25,18,15.9249,29,6.70993
,14.31,18.05,16.2826,31.35,5.13541
,14.64,18.1,16.9571,33.7,5.49336
,15.67,18.1,17.9401,34.65,5.28119
,16.76,18.1,19.1479,35.6,6.09804
,16.46,18.2,18.8246,35.3,6.00219
,16.75,18.3,19.393,35,6.10344
,16.32,18.4,18.4307,34.65,6.31094
,17.16,18.5,19.0849,34.3,6.16752
,18.51,18.55,19.9617,34,6.36641
,17.62,18.6,19.4701,33.7,6.53125
,17.98,18.65,19.4411,33.6,6.53942
,19.73,18.7,21.2153,33.5,6.95205
,21.56,18.75,21.774,33.2,6.70347
,18.46,18.8,21.1082,32.9,6.86425
,18.85,18.9,20.401,32.9,7.04095
,18.35,19,20.1817,32.9,7.26928
,17.89,19.05,19.7143,32.85,7.54648
,17.8,19.1,19.643,32.8,7.62229
,17.35,19.1,19.0491,32.7,7.63404
,16.47,19.1,18.1607,32.6,7.56872
,15.87,19.1,17.861,32.45,8.29234
,15.31,19.1,17.6697,32.3,8.53907
,14.98,19.05,17.5421,32.35,7.65051
,14.56,19,16.5423,32.4,7.79238
,14.4,18.95,16.0799,32.3,8.3288
,14.33,18.9,15.9895,32.2,7.9269
,14.51,18.85,16.247,32.15,8.27306
,14.57,18.8,16.2944,32.1,7.88361
,14.58,18.75,16.4757,32.1,8.14546
,14.49,18.7,16.3746,32.1,8.07111
,14.19,18.65,16.1304,32.1,8.11303
,14.67,18.6,16.5985,32.1,8.09467
,14.49,18.6,16.3488,32.05,7.8321
,13.97,18.6,15.8075,32,7.75612
,14.37,18.55,15.9476,31.9,7.44949
,14.05,18.5,15.5285,31.8,7.36138
,14.01,18.5,15.4085,31.8,7.42215
,13.66,18.5,15.2537,31.8,7.59656
,13.37,18.45,14.5892,31.8,7.40923
,13.05,18.4,14.0266,31.8,7.00295
,12.27,18.35,13.5656,31.85,7.33362
,13.06,18.3,14.0155,31.9,7.14503
,13.95,18.2,14.7503,31.85,7.15134
,15.1,18.1,15.3334,31.8,6.94734
,14.5,18.1,15.9651,31.65,6.70996
,16.07,18.1,16.8092,31.5,6.78664
,15.73,18.1,16.4,31.55,6.52833
,16.32,18.1,16.9769,31.6,6.1813
,16.92,18.15,18.0166,31.65,6.37008
,18.33,18.2,15.4227,31.7,6.28175
,20.96,18.3,16.3399,31.6,6.47688
,21.54,18.4,16.5846,31.5,6.18926
,22.87,18.55,17.258,31.45,6.73622
,24.75,18.7,23.0725,31.4,7.92243
,24.9,18.9,23.8459,31.25,8.43669
,24.91,19.1,24.362,31.1,8.41483
,25.05,19.25,24.9788,30.95,8.47577
,26.14,19.4,25.3151,30.8,8.65202
,25.25,19.55,24.8923,30.65,9.08681
,25.64,19.7,25.0726,30.5,9.24209
,24.4,19.8,23.945,30.45,9.11285
,24.12,19.9,23.0382,30.4,9.63387
,24.09,19.95,21.5944,30.3,9.4913
,23.18,20,20.072,30.2,9.73687
,22.22,19.95,18.7903,30.1,9.97829
,21.23,19.9,18.6767,30,9.77541
,19.98,19.8,16.8442,29.9,9.75982
,18.3,19.7,17.2298,29.8,10.0919
