Date,TA,ST1,H2O,SM1,FN2O
,22.7,21.1,19.181,17.6,1.61997
,21.34,21.2,18.2585,17.6,1.6293
,20.55,21.25,18.015,17.7,1.64649
,19.77,21.3,17.7683,17.8,1.58173
,19.48,21.3,17.5455,17.9,1.69008
,19.05,21.3,17.496,18,1.628
,18.61,21.25,17.4624,18,1.66338
,18.24,21.2,17.1382,18,1.8805
,17.95,21.15,16.8117,18,1.74303
,17.07,21.1,17.9541,18,1.57561
,16.63,21.05,17.7547,18.8,1.4463
,16.64,21,17.8634,19.6,1.56736
,16.63,20.9,17.8232,20.3,1.7525
,16.48,20.8,17.6536,21,1.1439
,16.56,20.8,17.7668,21.35,1.84409
,16.59,20.8,17.8348,21.7,1.99333
,16.65,20.75,17.9099,22.05,1.52495
,16.71,20.7,17.9342,22.4,2.23931
,16.74,20.7,18.0169,22.45,2.13812
,16.8,20.7,18.2101,22.5,1.36547
,16.9,20.7,18.3228,22.5,2.05199
,16.86,20.7,18.3604,22.5,1.36852
,16.92,20.7,18.3627,22.5,1.27321
,16.91,20.7,18.5048,22.5,1.52951
,16.98,20.7,18.6012,22.3,2.1759
,17.06,20.7,18.6979,22.1,1.59868
,17.13,20.7,18.8164,22.1,1.68101
,17.15,20.7,18.8113,22.1,1.32832
,17.15,20.7,18.8733,22.1,1.18772
,17.39,20.7,19.328,22.1,1.5905
,17.59,20.7,19.6953,22,2.13037
,18.05,20.7,20.4127,21.9,1.27708
,17.98,20.7,20.2344,21.95,2.09584
,18.58,20.7,21.1503,22,1.98489
,19.9,20.75,22.5533,22.55,2.11929
,19.13,20.8,21.973,23.1,1.5984
,18.49,20.8,21.8741,25.15,0.824136
,19.1,20.8,22.0103,27.2,1.33635
,21,20.8,23.084,28.1,1.58836
,23.07,20.8,24.5802,29,1.76494
,22.41,20.85,24.9899,28.5,1.8149
,22.63,20.9,25.4204,28,1.91538
,23.02,20.95,25.7568,27.7,1.95549
,22.76,21,25.6147,27.4,1.93796
,23.7,21.1,26.8017,27.25,2.03898
,23.26,21.2,27.7963,27.1,2.14004
,24.27,21.3,29.5285,27.05,2.26918
,24.22,21.4,28.6518,27,1.41852
,24.09,21.45,29.5802,26.8,2.29225
,25.42,21.5,29.7697,26.6,2.2898
,24.99,21.6,28.8642,26.55,2.22095
,24.22,21.7,28.4742,26.5,2.44516
,23.69,21.8,27.7464,26.35,2.50558
,23.84,21.9,27.9196,26.2,2.56291
,22.87,21.95,26.4482,26.2,2.82032
,22.04,22,25.735,26.2,2.47829
,21.7,22,25.4661,26.25,2.18509
,21.03,22,25.6093,26.3,1.38427
,20.47,22,25.6033,26.2,2.16769
,21.53,22,25.2771,26.1,2.74605
,21.79,21.95,25.4745,25.95,2.74434
,21.95,21.9,25.6612,25.8,2.96859
,21.79,21.9,25.4711,26.05,2.6642
,21.88,21.9,25.3832,26.3,2.80836
,21.82,21.9,25.6221,26.2,2.75957
,21.62,21.9,25.4662,26.1,4.18037
,21.33,21.9,25.6844,26,2.24915
,21.76,21.9,25.4537,25.9,2.81574
,21.64,21.9,25.2767,25.9,2.55265
,21.48,21.9,25.4788,25.9,2.69681
,21.65,21.9,25.6261,25.65,2.64381
,21.56,21.9,25.5893,25.4,2.55276
,21.48,21.9,25.2357,25.4,4.01517
,21.4,21.9,25.2268,25.4,3.3898
,21.45,21.9,25.0414,25.4,2.83372
,21.46,21.9,25.8624,25.4,2.60711
,21.24,21.9,25.771,25.5,2.95014
,21.13,21.9,25.9719,25.6,2.56048
,21.25,21.9,26.5986,25.5,2.97642
,21.22,21.9,28.4678,25.4,2.80353
,21.23,21.9,28.7135,25.45,2.5259
,20.89,21.9,28.9791,25.5,2.70842
,21.17,21.95,29.3254,25.6,3.0643
,21.19,22,28.4607,25.7,2.51686
,23.44,22,28.3933,25.65,2.5734
,25.88,22,28.1413,25.6,2.75092
,26.48,22.05,28.9595,25.6,2.94077
,27.15,22.1,29.6135,25.6,2.74229
,27.44,22.15,30.0968,25.45,2.75851
,28.69,22.2,30.1749,25.3,2.8024
,29.51,22.35,31.0258,25.25,3.02015
,28.34,22.5,29.9951,25.2,3.00605
,28.28,22.65,29.5397,25.15,3.04393
,27.56,22.8,27.3421,25.1,2.99757
,29.12,22.9,24.0771,25,3.24667
,25.4,23,22.7378,24.9,3.42176
,25.1,23,20.8339,24.75,3.22268
,25.52,23,21.0381,24.6,3.37903
,25.17,22.95,21.1007,24.65,3.14206
,25.1,22.9,21.4178,24.7,3.04504
,23.96,22.85,21.9533,24.5,3.06109
,23.2,22.8,21.4617,24.3,3.03049
,21.83,22.75,20.3516,24.35,2.93387
,20.67,22.7,20.4844,24.4,2.72464
,20.22,22.6,20.088,24.4,2.96351
,18.99,22.5,19.7002,24.4,2.85078
,19.08,22.4,19.5821,24.45,2.98905
,19.74,22.3,19.4285,24.5,2.8906
,19.45,22.2,18.6709,24.5,2.77834
,19.42,22.1,18.2255,24.5,2.91776
,18.37,22,18.4872,24.5,2.73959
,18.21,21.9,18.3798,24.5,2.69621
,17.82,21.85,18.0917,24.5,3.13723
,17.51,21.8,18.2558,24.5,2.66966
,16.82,21.7,17.9315,24.5,2.66064
,16.21,21.6,16.9364,24.5,2.6046
,15.29,21.5,16.1817,24.55,2.6046
,14.82,21.4,14.608,24.6,2.6046
,14.11,21.3,13.853,24.6,2.6046
,14.23,21.2,13.9258,24.6,0.350437
,14.32,21.05,14.0649,24.55,0.350437
,14.02,20.9,14.6253,24.5,0.00396925
,14.79,20.8,15.2324,24.35,0.0112112
,15.21,20.7,16.2417,24.2,0.0112112
,15.34,20.6,16.6452,24.4,0.0112112
,15.97,20.5,17.4085,24.6,0.000950926
,16.33,20.45,17.9771,24.55,0.00843931
,16.92,20.4,18.8293,24.5,0.000751095
,17.51,20.4,19.6756,24.35,0.000751095
,17.7,20.4,19.6942,24.2,0.000751095
,18.19,20.45,23.7833,24.25,0.000751095
,19.03,20.5,23.3936,24.3,0.000751095
,21.15,20.55,21.462,24.45,0.000751095
,23.74,20.6,20.4261,24.6,0.000751095
,24.94,20.7,22.7664,24.5,0.000751095
,26.08,20.8,21.9469,24.4,0.000751095
,25.74,20.95,21.7338,24.45,0.000751095
,26.3,21.1,20.1644,24.5,0.000751095
,26.67,21.25,21.6687,24.4,0.000751095
,26.69,21.4,19.0729,24.3,0.000751095
,26.43,21.6,18.5967,24.2,0.000751095
,26.1,21.8,18.3718,24.1,0.000751095
,25.33,21.9,17.8596,23.85,0.000751095
,25.33,22,18.4799,23.6,0.000751095
,23.98,22.05,17.9159,23.55,0.000751095
,23.87,22.1,17.0096,23.5,0.000751095
,22.7,22.05,15.4791,23.65,0.000751095
,21.94,22,15.7653,23.8,0.000751095
,20.84,21.95,15.4455,23.75,0.000751095
,19.59,21.9,15.0604,23.7,0.000751095
,17.63,21.8,14.9688,23.6,0.000751095
,16.38,21.7,14.3505,23.5,0.000751095
,15.6,21.6,14.3622,23.45,0.000751095
,14.75,21.5,14.3846,23.4,1.26379
,14.18,21.4,14.0085,23.45,1.26379
,14.16,21.3,14.1252,23.5,1.26379
,13.79,21.15,13.7106,23.4,0.0391313
,13.12,21,12.7718,23.3,0.0391313
,13.02,20.85,12.8357,23.3,0.503068
,12.74,20.7,12.7244,23.3,0.13763
,11.89,20.6,12.1494,23.35,0.13763
,12.73,20.5,12.4118,23.4,0.262542
,12.19,20.35,12.6,23.5,0.123062
,12.62,20.2,13.0098,23.6,0.123062
,11.94,20.05,12.836,23.6,0.123062
,12.13,19.9,12.2474,23.6,0.123062
,11.47,19.75,11.7598,23.7,0.123062
,10.31,19.6,10.6719,23.8,0.0476624
,10.59,19.5,11.0638,23.65,0.0690544
,10.42,19.4,10.6845,23.5,0.123574
,9.84,19.25,10.0782,23.55,0.123574
,9.94,19.1,10.0696,23.6,0.398321
,9.28,18.95,9.78414,23.65,0.398321
,10.7,18.8,11.0563,23.7,0.130702
,11.71,18.7,12.0357,23.75,0.130702
,12.82,18.6,14.2452,23.8,0.130702
,13.83,18.6,15.0087,23.85,0.130702
,15.01,18.6,16.0721,23.9,0.0188928
,15.72,18.65,17.5813,24,0.0188928
,15.73,18.7,19.0388,24.1,0.0188928
,17.84,18.8,21.2724,23.95,0.0188928
,19.85,18.9,21.1086,23.8,0.0188928
,22.63,19.05,23.1263,23.8,0.0188928
,24.82,19.2,23.2178,23.8,0.0188928
,24.96,19.35,18.5527,23.8,0.000451431
,24.47,19.5,21.4712,23.8,0.000451431
,24.69,19.7,17.7493,23.75,0.000451431
,24.19,19.9,22.4353,23.7,0.000451431
,23.42,20.1,18.4696,23.45,0.000451431
,25.7,20.3,21.8091,23.2,0.00480456
,22.6,20.45,16.1368,23.2,0.00480456
,23.02,20.6,18.1491,23.2,0.00480456
,23.5,20.65,17.3543,23.2,0.00480456
,22.99,20.7,16.9883,23.2,0.00480456
,22.33,20.75,18.0913,23.15,0.00480456
,21.05,20.8,15.2405,23.1,0.00480456
,19.87,20.7,15.4322,23.05,0.00480456
,18.11,20.6,13.4066,23,0.00480456
,15.47,20.55,13.0584,22.9,0.00480456
,14.15,20.5,12.8425,22.8,0.00480456
,13.18,20.4,12.6784,22.8,0.00480456
,12.57,20.3,11.7942,22.8,0.00480456
,11.84,20.15,11.4885,22.85,0.0343731
,11.53,20,11.0105,22.9,0.0343731
,11.58,19.8,12.1802,22.95,0.0343731
,13.02,19.6,13.5479,23,0.0343731
,12.99,19.45,11.0428,23,0.0343731
,13.06,19.3,10.6566,23,0.0343731
,12.25,19.25,10.9607,23.05,0.0343731
,11.38,19.2,10.8244,23.1,0.0343731
,10.16,19.15,10.1077,23,0.0343731
,9.84,19.1,10.4678,22.9,0.0343731
,9.54,19,10.1282,22.8,0.0343731
,9.33,18.9,10.0354,22.7,0.0154792
,8.93,18.8,9.8254,22.75,0.0154792
,8.73,18.7,9.37745,22.8,0.0154792
,8.75,18.55,9.5659,22.9,0.0154792
,9.02,18.4,10.1364,23,0.0154792
,9.25,18.25,10.3167,22.95,0.0154792
,9.02,18.1,10.1454,22.9,0.0154792
,9.51,18,10.7521,22.95,0.00239845
,10.15,17.9,11.4393,23,0.00239845
,11.9,17.85,12.7285,23.1,0.00239845
,13.22,17.8,13.6699,23.2,0.00239845
,14.22,17.8,13.7689,23.3,0.00239845
,14.99,17.8,13.0602,23.4,0.0102027
,15.44,17.9,13.0492,23.15,0.0102027
,17,18,15.1487,22.9,0.0194163
,16.62,18.1,13.7731,22.8,0.0194163
,19.81,18.2,14.8202,22.7,0.0194163
,18.08,18.35,13.8506,22.85,0.0194163
,17.25,18.5,14.5434,23,0.0194163
,19.15,18.65,15.2885,23,0.0194163
,20.34,18.8,15.3014,23,0.0194163
,18.09,18.9,15.0145,22.95,0.0194163
,18.31,19,15.8652,22.9,0.000224286
,17.69,19.05,15.6474,22.8,0.000224286
,17.34,19.1,14.5201,22.7,0.000224286
,17.84,19.2,14.5972,22.8,0.0011989
,18.28,19.3,15.4666,22.9,0.00547037
,17.76,19.35,14.7192,22.8,0.00547037
,18.34,19.4,15.316,22.7,0.00298234
,17.92,19.45,15.1407,22.65,0.00298234
,17.56,19.5,15.2426,22.6,0.00298234
,17,19.5,14.5807,22.6,0.00298234
,16.31,19.5,14.5189,22.6,0.00298234
,16.01,19.5,14.2398,22.65,0.00298234
,15.92,19.5,13.9019,22.7,0.001891
,15.14,19.5,13.6466,22.65,0.00356943
,14.66,19.5,13.6225,22.6,0.00356943
,14.86,19.45,13.5565,22.55,0.00356943
,14.96,19.4,13.6251,22.5,0.0114319
,15.01,19.35,13.6489,22.5,0.0114319
,13.55,19.3,13.4379,22.5,0.0114319
,14.43,19.25,13.7254,22.7,0.0114319
,14.58,19.2,13.6716,22.9,0.0114319
,14.5,19.15,13.7836,22.8,0.0114319
,14.32,19.1,13.7649,22.7,0.0114319
,14.19,19.1,13.7558,22.8,0.0169989
,13.79,19.1,13.7602,22.9,0.000977209
,13.94,19.05,13.9588,22.75,0.00386416
,13.22,19,13.5934,22.6,0.00238224
,12.13,19,12.9807,22.75,0.00238224
,11.46,19,12.0578,22.9,0.00238224
,11.18,18.9,11.8909,22.55,0.00238224
,10.82,18.8,11.2801,22.2,0.00238224
,11.18,18.65,11.5733,22.2,0.00238224
,11.01,18.5,11.8545,22.2,0.00179823
,12.57,18.4,13.9427,22.2,0.00179823
,12.55,18.3,13.542,22.2,0.0228578
,14.03,18.3,15.4457,22.4,0.0228578
,14.53,18.3,15.6735,22.6,0.000973431
,14.84,18.3,16.0546,22.4,0.000973431
,16.4,18.3,17.4375,22.2,0.00481926
,17.32,18.35,17.6427,22.55,0.00481926
